sample_id	gene_name	target_id	target_type	gene_vl
RN00334078	FLJ45983	cg06870728	T	0.188189
RN00334078	CDH1	cg06875305	T	0.860992
RN00334078	ATM	cg06879405	T	0.874962
RN00334078	IGF1R	cg06889746	T	0.0359897
RN00334078	AKT1	cg06895316	T	0.0257109
RN00334078	ALK	cg06905692	T	0.0689881
RN00334078	LPAR6	cg06911348	T	0.898113
RN00334078	AKT1	cg06934468	T	0.893664
RN00334078	BRCA2	cg06935361	T	0.93699
RN00334078	PTEN	cg06947206	T	0.0512821
RN00334078	CDKN2A	cg06955353	T	0.0777379
RN00334078	MAP2K4	cg06964954	T	0.978482
RN00334078	ARID1B	cg06965637	T	0.471453
RN00334078	WRAP53	cg06969407	T	0.0218233
RN00334078	BRCA1	cg06973652	T	0.900117
RN00334078	MET	cg06979656	T	0.679265
RN00334078	MET	cg06985664	T	0.909528
RN00334078	CDKN2A	cg07042902	T	0.0457629
RN00334078	AKT1	cg07043825	T	0.933433
RN00334078	BRCA1	cg07054526	T	0.92833
RN00334078	ARID3B	cg07059631	T	0.586704
RN00334078	CDGAP	cg07074543	T	0.0433588
RN00334078	CREBBP	cg07077705	T	0.977505
RN00334078	IGF1R	cg07084313	T	0.507873
RN00334078	NEUROD2	cg07098405	T	0.0416479
RN00334078	ARID1B	cg07107055	T	0.670416
RN00334078	CDK4	cg07111005	T	0.0547077
RN00334078	CDK4	cg07116851	T	0.0487733
RN00334078	ARID1B	cg07139363	T	0.624645
RN00334078	CCND1	cg07149785	T	0.0351821
RN00334078	IGF1R	cg07160602	T	0.77933
RN00334078	AKT1	cg07160992	T	0.575022
RN00334078	CDKN2A-AS1	cg07193470	T	0.760709
RN00334078	PIK3CA	cg07195990	T	0.0342112
RN00334078	AKT1	cg07197515	T	0.126152
RN00334078	RAF1	cg07199562	T	0.936611
RN00334078	ARID1B	cg07212702	T	0.804332
RN00334078	IGF1R	cg07253310	T	0.94362
RN00334078	ERBB3	cg07266886	T	0.938996
RN00334078	CCND1	cg07295918	T	0.800593
RN00334078	RB1	cg07297964	T	0.653858
RN00334078	IGF1R	cg07302599	T	0.278865
RN00334078	ARID1B	cg07316978	T	0.928205
RN00334078	RB1	cg07320819	T	0.02883
RN00334078	TEX14	cg07329131	T	0.950482
RN00334078	WRAP53	cg07343727	T	0.0451609
RN00334078	ALK	cg07364184	T	0.913242
RN00334078	PIK3CA	cg07379601	T	0.0232144
RN00334078	ARID1B	cg07409602	T	0.0500518
RN00334078	ALK	cg07443217	T	0.0617668
RN00334078	PALB2	cg07452489	T	0.674768
RN00334078	MDM2	cg07459089	T	0.880577
RN00334078	MDM2	cg07484813	T	0.0849136
RN00334078	EGFR	cg07490542	T	0.897171
RN00334078	ALK	cg07492739	T	0.893471
RN00334078	GATA3-AS1	cg07508910	T	0.598375
RN00334078	FLJ45983	cg07516470	T	0.0352349
RN00334078	ALK	cg07542104	T	0.662666
RN00334078	CDKN2A	cg07562918	T	0.0871511
RN00334078	ALK	cg07575565	T	0.929466
RN00334078	ARID1B	cg07577837	T	0.938754
RN00334078	FLJ45983	cg07578663	T	0.0307966
RN00334078	IGF1R	cg07615383	T	0.382159
RN00334078	CREBBP	cg07618675	T	0.838182
RN00334078	EGFR	cg07626206	T	0.354751
RN00334078	PALB2	cg07627390	T	0.0343322
RN00334078	PTEN	cg07655693	T	0.0353969
RN00334078	CCND1	cg07663571	T	0.0298716
RN00334078	ARID1A	cg07674974	T	0.46437
RN00334078	ARID3B	cg07708777	T	0.680588
RN00334078	ARID1B	cg07726426	T	0.670345
RN00334078	TP53	cg07760161	T	0.423499
RN00334078	CDH1	cg07762788	T	0.891671
RN00334078	CTCF	cg07763701	T	0.712307
RN00334078	IGF1R	cg07779120	T	0.0315831
RN00334078	CCND1	cg07781399	T	0.0419863
RN00334078	CDK4	cg07788451	T	0.0442353
RN00334078	CDGAP	cg07794554	T	0.0625424
RN00334078	IGF1R	cg07813285	T	0.956292
RN00334078	AKT1	cg07820552	T	0.887796
RN00334078	IGF1R	cg07838604	T	0.430846
RN00334078	EGFR	cg07845171	T	0.69151
RN00334078	PTEN	cg07848764	T	0.516298
RN00334078	PALB2	cg07866179	T	0.0218674
RN00334078	ALK	cg07871302	T	0.936455
RN00334078	MYC	cg07871324	T	0.0323077
RN00334078	RB1	cg07880715	T	0.647677
RN00334078	IGF1R	cg07911768	T	0.840714
RN00334078	NBR1	cg07912561	T	0.0840998
RN00334078	IGF1R	cg07936846	T	0.808448
RN00334078	NEUROD2	cg07960154	T	0.0642811
RN00334078	ARID1B	cg07965326	T	0.911842
RN00334078	CTCF	cg07967402	T	0.0357393
RN00334078	GATA3	cg07989490	T	0.953294
RN00334078	TP53	cg07991600	T	0.0541514
RN00334078	NEUROD2	cg07997493	T	0.0551863
RN00334078	NOTCH3	cg08013143	T	0.954935
RN00334078	IGF1R	cg08029449	T	0.91621
RN00334078	IGF1R	cg08048831	T	0.951764
RN00334078	CDH1	cg08051386	T	0.33068
RN00334078	CREBBP	cg08051625	T	0.962171
RN00334078	ALK	cg08051679	T	0.872585
RN00334078	MET	cg08074000	T	0.219621
RN00334078	TP53	cg08119584	T	0.025752
RN00334078	IGF1R	cg08138544	T	0.0331797
RN00334078	RAD51C	cg08140274	T	0.971893
RN00334078	BRCA2	cg08157964	T	0.0292975
RN00334078	CCND1	cg08170622	T	0.0306144
RN00334078	EGFR	cg08197461	T	0.761424
RN00334078	CREBBP	cg08211120	T	0.935535
RN00334078	ALK	cg08247465	T	0.590649
RN00334078	ARID1B	cg08268892	T	0.832337
RN00334078	ERBB3	cg08269173	T	0.628376
RN00334078	CREBBP	cg08284826	T	0.9071
RN00334078	CDH1	cg08285862	T	0.971094
RN00334078	IGF1R	cg08307952	T	0.768937
RN00334078	ARID1B	cg08308556	T	0.0426506
RN00334078	IGF1R	cg08315825	T	0.948558
RN00334078	CTCF	cg08324636	T	0.0382653
RN00334078	ALK	cg08335587	T	0.653049
RN00334078	ALK	cg08340798	T	0.958537
RN00334078	CDH1	cg08344210	T	0.912341
RN00334078	FLJ45983	cg08347183	T	0.0247474
RN00334078	NEUROD2	cg08348709	T	0.0586192
RN00334078	DCTN5	cg08350734	T	0.0454865
RN00334078	PTEN	cg08363193	T	0.647664
RN00334078	CREBBP	cg08364730	T	0.904903
RN00334078	LPAR6	cg08377570	T	0.948886
RN00334078	RB1	cg08383063	T	0.0369227
RN00334078	BRCA1	cg08386886	T	0.151401
RN00334078	CDKN2BAS	cg08390209	T	0.694551
RN00334078	CTCF	cg08395748	T	0.918024
RN00334078	CREBBP	cg08402498	T	0.864928
RN00334078	EGFR	cg08428266	T	0.936939
RN00334078	MYC	cg08428512	T	0.0381484
RN00334078	ARID1B	cg08484668	T	0.963764
RN00334078	CREBBP	cg08506924	T	0.0529481
RN00334078	ALK	cg08515635	T	0.809224
RN00334078	ARID1B	cg08516596	T	0.182478
RN00334078	MYC	cg08526705	T	0.499955
RN00334078	IGF1R	cg08538069	T	0.855073
RN00334078	MDM2	cg08547457	T	0.955215
RN00334078	ERBB2	cg08585669	T	0.948827
RN00334078	PTEN	cg08602305	T	0.0235168
RN00334078	ARID1A	cg08605038	T	0.819345
RN00334078	CREBBP	cg08606573	T	0.866271
RN00334078	ARID1B	cg08614771	T	0.0295185
RN00334078	CDH1	cg08616585	T	0.924255
RN00334078	CDH1	cg08617008	T	0.974291
RN00334078	IGF1R	cg08639847	T	0.944171
RN00334078	RB1	cg08644711	T	0.0566858
RN00334078	CDH1	cg08664874	T	0.952977
RN00334078	CDKN2A	cg08686553	T	0.304199
RN00334078	TP53	cg08691422	T	0.20953
RN00334078	CDH1	cg08696401	T	0.940916
RN00334078	ARHGAP31-AS1	cg08698339	T	0.0308302
RN00334078	CDKN2B	cg08700949	T	0.0411506
RN00334078	IGF1R	cg08702550	T	0.628151
RN00334078	FLJ45983	cg08707112	T	0.047593
RN00334078	PIK3CA	cg08716009	T	0.788198
RN00334078	IGF1R	cg08729686	T	0.113797
RN00334078	ARID1B	cg08750740	T	0.770754
RN00334078	MIR4466	cg08759764	T	0.218263
RN00334078	PALB2	cg08762306	T	0.258839
RN00334078	IGF1R	cg08762449	T	0.0408647
RN00334078	IGF1R	cg08778287	T	0.918083
RN00334078	LPAR6	cg08778908	T	0.751071
RN00334078	ARID1B	cg08783584	T	0.942398
RN00334078	MDM2	cg08797454	T	0.0319845
RN00334078	IGF1R	cg08848814	T	0.524819
RN00334078	PTEN	cg08859916	T	0.0219978
RN00334078	MAP2K4	cg08891406	T	0.0276139
RN00334078	CREBBP	cg08912210	T	0.867329
RN00334078	CREBBP	cg08917023	T	0.975865
RN00334078	IGF1R	cg08920032	T	0.920051
RN00334078	EGFR	cg08937890	T	0.935358
RN00334078	IGF1R	cg08943010	T	0.312047
RN00334078	ATM	cg08954307	T	0.956436
RN00334078	PTEN	cg08960754	T	0.0395669
RN00334078	MET	cg08964563	T	0.83385
RN00334078	CREBBP	cg08964948	T	0.954086
RN00334078	EGFR	cg08987011	T	0.95988
RN00334078	BRCA1	cg08993267	T	0.0277676
RN00334078	PTEN	cg08995089	T	0.034432
RN00334078	NBR1	cg09019013	T	0.0260297
RN00334078	WRAP53	cg09025002	T	0.298001
RN00334078	IGF1R	cg09045933	T	0.609741
RN00334078	CDGAP	cg09081994	T	0.890232
RN00334078	CDK4	cg09096528	T	0.0306144
RN00334078	BRCA2	cg09102017	T	0.0500527
RN00334078	ARHGAP31	cg09105793	T	0.339165
RN00334078	ALK	cg09142141	T	0.835016
RN00334078	TP53	cg09168066	T	0.465732
RN00334078	ARID1A	cg09214447	T	0.305142
RN00334078	CDH1	cg09220040	T	0.834443
RN00334078	CDKN2B-AS1	cg09222585	T	0.238197
RN00334078	ARID1B	cg09226014	T	0.852992
RN00334078	ARID1B	cg09247358	T	0.216021
RN00334078	ALK	cg09251630	T	0.942595
RN00334078	MDM2	cg09253725	T	0.951404
RN00334078	ARID1B	cg09254119	T	0.622884
RN00334078	NOTCH3	cg09265397	T	0.472795
RN00334078	CREBBP	cg09269891	T	0.457502
RN00334078	EGFR	cg09279056	T	0.932879
RN00334078	ARID1B	cg09290245	T	0.793121
RN00334078	ARID1B	cg09303429	T	0.971038
RN00334078	ARID3B	cg09306061	T	0.963908
RN00334078	CREBBP	cg09306986	T	0.958256
RN00334078	RAF1	cg09326546	T	0.0285334
RN00334078	ALK	cg09334285	T	0.536271
RN00334078	ALK	cg09339630	T	0.91452
RN00334078	ERBB3	cg09348347	T	0.240172
RN00334078	EGFR	cg09378783	T	0.889486
RN00334078	ATM	cg09381630	T	0.917923
RN00334078	NEUROD2	cg09393675	T	0.0617024
RN00334078	ERBB3	cg09395955	T	0.272056
RN00334078	CDH1	cg09406989	T	0.0861324
RN00334078	ALK	cg09420659	T	0.936973
RN00334078	NBR2	cg09441966	T	0.0345822
RN00334078	PTEN	cg09472211	T	0.0377247
RN00334078	ATM	cg09493837	T	0.893179
RN00334078	DCTN5	cg09500317	T	0.0754602
RN00334078	CDK4	cg09504352	T	0.0286294
RN00334078	PIK3CA	cg09516650	T	0.956287
RN00334078	CREBBP	cg09519954	T	0.92237
RN00334078	CCND1	cg09520904	T	0.531177
RN00334078	PTEN	cg09528884	T	0.0250317
RN00334078	PIK3CA	cg09539481	T	0.0371988
RN00334078	PTEN	cg09544159	T	0.874953
RN00334078	NOTCH3	cg09544338	T	0.0488224
RN00334078	ELDR	cg09549078	T	0.951905
RN00334078	PTEN	cg09550257	T	0.0330769
RN00334078	CCND1	cg09551996	T	0.0655461
RN00334078	CREBBP	cg09566021	T	0.546522
RN00334078	MYC	cg09611124	T	0.0511264
RN00334078	CCND1	cg09637363	T	0.301894
RN00334078	BRCA1	cg09648631	T	0.967056
RN00334078	NBR1	cg09686347	T	0.0191039
RN00334078	ARID1B	cg09694281	T	0.827865
RN00334078	CDKN2A	cg09695126	T	0.497307
RN00334078	BRCA2	cg09698981	T	0.170613
RN00334078	PALB2	cg09705885	T	0.0212124
RN00334078	ARID1A	cg09707140	T	0.96201
RN00334078	ARID1B	cg09726890	T	0.883593
RN00334078	FLJ45983	cg09728012	T	0.0227255
RN00334078	CREBBP	cg09740815	T	0.865906
RN00334078	LPAR6	cg09750084	T	0.559487
RN00334078	RB1	cg09751228	T	0.971298
RN00334078	NOTCH3	cg09752223	T	0.775632
RN00334078	CDKN2B-AS1	cg09776804	T	0.0300745
RN00334078	ERBB3	cg09777064	T	0.96675
RN00334078	MDM2	cg09781971	T	0.0507177
RN00334078	CCND1	cg09801353	T	0.0244655
RN00334078	ATM	cg09808176	T	0.0385225
RN00334078	IGF1R	cg09824900	T	0.0878366
RN00334078	BRCA1	cg09831010	T	0.0374474
RN00334078	ARID1A	cg09849688	T	0.349825
RN00334078	RAF1	cg09856107	T	0.799589
RN00334078	ERBB2	cg09875273	T	0.0209497
RN00334078	IGF1R	cg09880921	T	0.217874
RN00334078	ALK	cg09942743	T	0.558766
RN00334078	IGF1R	cg09992204	T	0.956779
RN00334078	ALK	cg09996077	T	0.780922
RN00334078	EGFR	cg10002850	T	0.693316
RN00334078	ARID1B	cg10023565	T	0.936408
RN00334078	PTEN	cg10041390	T	0.0294226
RN00334078	PA2G4	cg10056728	T	0.65108
RN00334078	ERBB3	cg10057843	T	0.0321409
RN00334078	ARID1B	cg10059410	T	0.915022
RN00334078	EGFR	cg10078057	T	0.761281
RN00334078	GATA3	cg10089865	T	0.209969
RN00334078	AKT1	cg10100767	T	0.847029
RN00334078	BRCA1	cg10125569	T	0.026567
RN00334078	CDKN2B-AS1	cg10140648	T	0.961726
RN00334078	NEUROD2	cg10141377	T	0.0302585
RN00334078	EGFR	cg10154108	T	0.909695
RN00334078	GATA3	cg10163955	T	0.203786
RN00334078	ALK	cg10179251	T	0.587412
RN00334078	NBR2	cg10179518	T	0.409953
RN00334078	EGFR	cg10188975	T	0.806562
RN00334078	IGF1R	cg10190035	T	0.965974
RN00334078	NBR2	cg10200559	T	0.521404
RN00334078	CREBBP	cg10203440	T	0.509904
RN00334078	PTEN	cg10205334	T	0.0285184
RN00334078	LPAR6	cg10210903	T	0.951684
RN00334078	CTCF	cg10218542	T	0.0230865
RN00334078	IGF1R	cg10246772	T	0.967614
RN00334078	PALB2	cg10262659	T	0.930012
RN00334078	PALB2	cg10269081	T	0.058432
RN00334078	CREBBP	cg10279167	T	0.901883
RN00334078	PGAP3	cg10289325	T	0.0407197
RN00334078	AKT1	cg10290474	T	0.0482866
RN00334078	MYC	cg10302505	T	0.0436955
RN00334078	CDH1	cg10313337	T	0.600135
RN00334078	MYC	cg10340053	T	0.0319371
RN00334078	IGF1R	cg10342963	T	0.937458
RN00334078	RAF1	cg10345613	T	0.731822
RN00334078	CREBBP	cg10364896	T	0.952248
RN00334078	IGF1R	cg10389812	T	0.336093
RN00334078	PGAP3	cg10394385	T	0.0751087
RN00334078	AKT1	cg10415607	T	0.92987
RN00334078	CDKN2B-AS1	cg10421193	T	0.963278
RN00334078	MAP2K4	cg10431797	T	0.935209
RN00334078	RB1	cg10452585	T	0.0341315
RN00334078	CDKN2A	cg10458809	T	0.146609
RN00334078	IGF1R	cg10473099	T	0.882416
RN00334078	IGF1R	cg10473588	T	0.964178
RN00334078	CTCF	cg10481400	T	0.0310778
RN00334078	ALK	cg10487010	T	0.891117
RN00334078	TEX14	cg10487724	T	0.0547067
RN00334078	IGF1R	cg10507754	T	0.899394
RN00334078	PALB2	cg10514594	T	0.953332
RN00334078	CDKN2B-AS1	cg10520134	T	0.41402
RN00334078	NBR1	cg10527302	T	0.0808715
RN00334078	AKT1	cg10532523	T	0.925733
RN00334078	CCND1	cg10539418	T	0.0457435
RN00334078	ARID1B	cg10541132	T	0.61923
RN00334078	EGFR	cg10550611	T	0.90866
RN00334078	RB1	cg10552385	T	0.0313687
RN00334078	IGF1R	cg10572450	T	0.964715
RN00334078	MAP2K4	cg10596925	T	0.0386151
RN00334078	BRCA1	cg10609677	T	0.485448
RN00334078	ATM	cg10610482	T	0.0440647
RN00334078	CDKN2B-AS1	cg10634322	T	0.347825
RN00334078	TP53	cg10653997	T	0.607055
RN00334078	RAD51C	cg10671235	T	0.968869
RN00334078	EGFR	cg10690277	T	0.955843
RN00334078	ERBB2	cg10713339	T	0.85427
RN00334078	ARID1B	cg10726394	T	0.0275137
RN00334078	ARID1B	cg10733080	T	0.959135
RN00334078	CDKN2B-AS1	cg10734259	T	0.799009
RN00334078	TP53	cg10792831	T	0.928354
RN00334078	MAP2K4	cg10800496	T	0.804522
RN00334078	MYC	cg10832291	T	0.130435
RN00334078	MYC	cg10836034	T	0.0410689
RN00334078	ERBB3	cg10843494	T	0.966067
RN00334078	CDKN2BAS	cg10848754	T	0.141385
RN00334078	ERBB3	cg10869879	T	0.205229
RN00334078	NBR2	cg10893007	T	0.030037
RN00334078	PTEN	cg10930218	T	0.0343492
RN00334078	IGF1R	cg10949187	T	0.890268
RN00334078	CREBBP	cg10963021	T	0.906332
RN00334078	ALK	cg10979012	T	0.533021
RN00334078	CCND1	cg10982838	T	0.955277
RN00334078	ARID1B	cg10984236	T	0.699958
RN00334078	CDKN2A	cg10991751	T	0.0406211
RN00334078	FLJ45983	cg11018337	T	0.0321779
RN00334078	MDM2	cg11025645	T	0.0232127
RN00334078	MET	cg11056055	T	0.172265
RN00334078	ALK	cg11058691	T	0.827938
RN00334078	CDKN2A	cg11075751	T	0.0339688
RN00334078	ARID3B	cg11077171	T	0.257398
RN00334078	9.Mar	cg11081034	T	0.034724
RN00334078	CDGAP	cg11099041	T	0.0279512
RN00334078	ALK	cg11108723	T	0.925987
RN00334078	BRCA1	cg11126247	T	0.0181801
RN00334078	IGF1R	cg11132244	T	0.957235
RN00334078	PTEN	cg11141830	T	0.454586
RN00334078	IGF1R	cg11145296	T	0.885736
RN00334078	ARID1B	cg11157016	T	0.959158
RN00334078	CCND1	cg11190277	T	0.0308481
RN00334078	CCND1	cg11234767	T	0.963396
RN00334078	PTEN	cg11235598	T	0.928055
RN00334078	ARID1B	cg11250301	T	0.773401
RN00334078	ALK	cg11252583	T	0.703671
RN00334078	CDH1	cg11255163	T	0.0382804
RN00334078	ALK	cg11297277	T	0.822445
RN00334078	RAF1	cg11297934	T	0.0531345
RN00334078	ARID1B	cg11299190	T	0.839043
RN00334078	RAF1	cg11306068	T	0.969728
RN00334078	MAP2K4	cg11312090	T	0.030215
RN00334078	ALK	cg11322353	T	0.737879
RN00334078	IGF1R	cg11341157	T	0.842805
RN00334078	IGF1R	cg11346805	T	0.96015
RN00334078	NOTCH3	cg11358549	T	0.972204
RN00334078	PALB2	cg11369860	T	0.938757
RN00334078	ALK	cg11374596	T	0.918409
RN00334078	ALK	cg11377668	T	0.929634
RN00334078	CCND1	cg11398323	T	0.215845
RN00334078	RB1	cg11408952	T	0.948064
RN00334078	GATA3	cg11430077	T	0.139164
RN00334078	LPAR6	cg11456392	T	0.798163
RN00334078	ARID1B	cg11461244	T	0.664108
RN00334078	ALK	cg11495753	T	0.681013
RN00334078	IGF1R	cg11501037	T	0.893195
RN00334078	ALK	cg11515889	T	0.819819
RN00334078	ARID1B	cg11520719	T	0.295017
RN00334078	ARID1B	cg11522767	T	0.0841805
RN00334078	RB1	cg11528146	T	0.31
RN00334078	BRCA1	cg11529738	T	0.804793
RN00334078	EGFR	cg11529871	T	0.912627
RN00334078	ATM	cg11538327	T	0.803877
RN00334078	IGF1R	cg11544420	T	0.544906
RN00334078	ARID1B	cg11567885	T	0.972778
RN00334078	EGFR	cg11578763	T	0.921972
RN00334078	ATM	cg11588932	T	0.0391819
RN00334078	MDM2	cg11603030	T	0.0387558
RN00334078	ARID1B	cg11615282	T	0.532077
RN00334078	CDH1	cg11619302	T	0.895328
RN00334078	NEUROD2	cg11634198	T	0.208574
RN00334078	ARID1B	cg11644424	T	0.90474
RN00334078	EGFR	cg11659357	T	0.920525
RN00334078	ARID1B	cg11663249	T	0.969989
RN00334078	EGFR	cg11667305	T	0.499649
RN00334078	CDH1	cg11667754	T	0.0450676
RN00334078	GATA3	cg11679455	T	0.156143
RN00334078	EGFR	cg11681681	T	0.289662
RN00334078	MYC	cg11688275	T	0.0263662
RN00334078	ARHGAP31	cg11696831	T	0.0230582
RN00334078	IGF1R	cg11702997	T	0.967137
RN00334078	CDKN2B	cg11723094	T	0.188588
RN00334078	FLJ45983	cg11731114	T	0.113208
RN00334078	CCND1	cg11802013	T	0.558383
RN00334078	AKT1	cg11830346	T	0.038059
RN00334078	ERBB3	cg11835619	T	0.382193
RN00334078	EGFR	cg11849717	T	0.0913347
RN00334078	IGF1R	cg11852333	T	0.340689
RN00334078	ARID1A	cg11856093	T	0.065669
RN00334078	IGF1R	cg11868136	T	0.97025
RN00334078	IGF1R	cg11876191	T	0.938114
RN00334078	ARID1B	cg11880551	T	0.157935
RN00334078	RB1	cg11882053	T	0.954329
RN00334078	MAP2K4	cg11889511	T	0.908131
RN00334078	AKT1	cg11916669	T	0.0814389
RN00334078	CDGAP	cg11926444	T	0.955985
RN00334078	BRCA1	cg11964474	T	0.68859
RN00334078	ARID1A	cg11980493	T	0.878326
RN00334078	ERBB2	cg11993754	T	0.0550046
RN00334078	NEUROD2	cg11997733	T	0.0900441
RN00334078	PTEN	cg12005026	T	0.937907
RN00334078	NBR1	cg12012261	T	0.0341873
RN00334078	IGF1R	cg12012500	T	0.880092
RN00334078	TP53	cg12041075	T	0.510814
RN00334078	TP53	cg12041429	T	0.917344
RN00334078	MAP2K4	cg12046729	T	0.656049
RN00334078	MYC	cg12057615	T	0.0334892
RN00334078	ARID1B	cg12093241	T	0.703104
RN00334078	AKT1	cg12100463	T	0.53034
RN00334078	ATM	cg12106634	T	0.0279348
RN00334078	CCND1	cg12129983	T	0.860094
RN00334078	ARHGAP31-AS1	cg12132630	T	0.0321846
RN00334078	ARID1A	cg12136895	T	0.814355
RN00334078	ATM	cg12139707	T	0.588039
RN00334078	NBR1	cg12153529	T	0.0378949
RN00334078	ALK	cg12164079	T	0.185894
RN00334078	CREBBP	cg12169153	T	0.976636
RN00334078	RAF1	cg12173506	T	0.0550148
RN00334078	GATA3	cg12181459	T	0.459078
RN00334078	BRCA1	cg12182452	T	0.0305375
RN00334078	ERBB2	cg12213541	T	0.977552
RN00334078	MET	cg12214787	T	0.415658
RN00334078	ERBB2	cg12222323	T	0.023849
RN00334078	ALK	cg12227036	T	0.922632
RN00334078	ALK	cg12252328	T	0.797162
RN00334078	CCND1	cg12263469	T	0.532783
RN00334078	CCND1	cg12266049	T	0.607333
RN00334078	ALK	cg12287833	T	0.963131
RN00334078	PTEN	cg12289266	T	0.902886
RN00334078	ERBB3	cg12289371	T	0.934467
RN00334078	ARHGAP31	cg12302557	T	0.795513
RN00334078	RAF1	cg12302912	T	0.0501478
RN00334078	IGF1R	cg12311788	T	0.939809
RN00334078	MET	cg12325691	T	0.966458
RN00334078	ARID1B	cg12333409	T	0.290285
RN00334078	MAP2K4	cg12344605	T	0.031921
RN00334078	CREBBP	cg12350036	T	0.575289
RN00334078	WRAP53	cg12373934	T	0.0348082
RN00334078	IGF1R	cg12398448	T	0.921636
RN00334078	IGF1R	cg12402183	T	0.176885
RN00334078	GATA3	cg12405139	T	0.652617
RN00334078	ALK	cg12407784	T	0.953934
RN00334078	IGF1R	cg12408359	T	0.932038
RN00334078	ERBB2	cg12413918	T	0.0785331
RN00334078	ATM	cg12444564	T	0.963948
RN00334078	ARID1B	cg12449062	T	0.902332
RN00334078	IGF1R	cg12479406	T	0.354803
RN00334078	IGF1R	cg12486493	T	0.234476
RN00334078	RAF1	cg12491496	T	0.904321
RN00334078	IGF1R	cg12517477	T	0.875544
RN00334078	TEX14	cg12544923	T	0.0399969
RN00334078	ARID1B	cg12546877	T	0.0471012
RN00334078	IGF1R	cg12553689	T	0.490025
RN00334078	IGF1R	cg12562232	T	0.969013
RN00334078	ARID1B	cg12568245	T	0.697531
RN00334078	CDGAP	cg12580583	T	0.0362888
RN00334078	ALK	cg12585833	T	0.731287
RN00334078	RB1	cg12588678	T	0.907271
RN00334078	ALK	cg12592675	T	0.914309
RN00334078	MDM2	cg12611405	T	0.977161
RN00334078	ERBB2	cg12648523	T	0.508425
RN00334078	ALK	cg12660913	T	0.218764
RN00334078	IGF1R	cg12701188	T	0.770803
RN00334078	CREBBP	cg12711746	T	0.735266
RN00334078	PIK3CA	cg12720090	T	0.926365
RN00334078	MET	cg12723862	T	0.958891
RN00334078	FLJ45983	cg12730771	T	0.0255642
RN00334078	IGF1R	cg12736760	T	0.965728
RN00334078	MET	cg12740129	T	0.614453
RN00334078	ALK	cg12740757	T	0.0268478
RN00334078	CDGAP	cg12764921	T	0.0341018
RN00334078	TEX14	cg12778183	T	0.971671
RN00334078	ARID1B	cg12781778	T	0.0341579
RN00334078	AKT1	cg12789068	T	0.6386
RN00334078	CCND1	cg12825880	T	0.0717355
RN00334078	BRCA2	cg12836863	T	0.930938
RN00334078	CDKN2A	cg12840719	T	0.105162
RN00334078	IRAIN	cg12843467	T	0.0222155
RN00334078	ALK	cg12846778	T	0.905525
RN00334078	ATM	cg12848864	T	0.044007
RN00334078	EGFR	cg12894101	T	0.938677
RN00334078	ALK	cg12923119	T	0.929697
RN00334078	PTEN	cg12937337	T	0.935816
RN00334078	RB1	cg12954821	T	0.928905
RN00334078	ARID1A	cg12971683	T	0.0692544
RN00334078	ALK	cg12976501	T	0.0450322
RN00334078	EGFR	cg12984084	T	0.905419
RN00334078	BRCA1	cg12984107	T	0.0968093
RN00334078	ARID1B	cg12989020	T	0.0485366
RN00334078	CCND1	cg12994233	T	0.0324571
RN00334078	9.Mar	cg13014709	T	0.0575369
RN00334078	PTEN	cg13021550	T	0.205145
RN00334078	MAP2K4	cg13048808	T	0.119331
RN00334078	ARID1B	cg13052255	T	0.963742
RN00334078	PALB2	cg13076724	T	0.939758
RN00334078	ALK	cg13093380	T	0.918408
RN00334078	ARID1B	cg13104508	T	0.956102
RN00334078	ELDR	cg13106574	T	0.951174
RN00334078	CDKN2A	cg13109095	T	0.95345
RN00334078	ERBB2	cg13131339	T	0.958364
RN00334078	CREBBP	cg13135255	T	0.696238
RN00334078	PIK3CA	cg13154908	T	0.829033
RN00334078	TP53	cg13169780	T	0.0206583
RN00334078	RAD51C	cg13203009	T	0.839131
RN00334078	ALK	cg13207515	T	0.813726
RN00334078	RB1	cg13221796	T	0.74211
RN00334078	NEUROD2	cg13225166	T	0.515756
RN00334078	ERBB2	cg13236904	T	0.219412
RN00334078	MYC	cg13244804	T	0.04157
RN00334078	ERBB2	cg13263114	T	0.0761942
RN00334078	ERBB3	cg13271155	T	0.563524
RN00334078	CCND1	cg13271751	T	0.13194
RN00334078	EGFR	cg13285893	T	0.0266955
RN00334078	IGF1R	cg13287885	T	0.495356
RN00334078	IGF1R	cg13297560	T	0.560725
RN00334078	CDKN2B-AS1	cg13350118	T	0.942244
RN00334078	RB1	cg13389575	T	0.7917
RN00334078	NOTCH3	cg13404054	T	0.0727092
RN00334078	GATA3	cg13409449	T	0.0935537
RN00334078	FLJ45983	cg13431023	T	0.0420926
RN00334078	RB1	cg13431205	T	0.899566
RN00334078	PIK3CA	cg13435326	T	0.649105
RN00334078	RAF1	cg13436177	T	0.839102
RN00334078	BRCA2	cg13447478	T	0.960321
RN00334078	LPAR6	cg13459171	T	0.31019
RN00334078	TP53	cg13468400	T	0.709504
RN00334078	ARID1B	cg13484693	T	0.844306
RN00334078	RB1	cg13485756	T	0.0336112
RN00334078	AKT1	cg13516541	T	0.912295
RN00334078	CDK4	cg13521951	T	0.0282846
RN00334078	PTEN	cg13528847	T	0.0424274
RN00334078	FLJ45983	cg13543854	T	0.0396034
RN00334078	ALK	cg13552710	T	0.0248752
